"ID","cluster","maxflow"
"400425",1,2020.48192771085
"400428",1,2469.13580246914
"400429",1,2030.00512557662
"400430",1,2220.40252565114
"400432",1,1988.77589841139
"400435",1,2198.95899398579
"400436",1,2002.71523178808
"400438",1,2587.77202072538
"400439",1,2039.61029792441
"400441",1,2264.41087613293
"400442",1,2224.55505279035
"400443",1,1990.54245283019
"400444",1,2441.2448361333
"400445",1,2254.32423756019
"400446",1,2314.56171735241
"400448",1,1873.31099195711
"400450",1,2462.50292397661
"400451",1,2067.18222222222
"400460",1,2155.94102341717
"400461",1,2363.68472267272
"400463",1,2014.82116244411
"400465",1,2296.69953977646
"400473",1,2047.90566521405
"400478",1,2282.21859706362
"400479",1,1782.83869231804
"400480",2,797.807325639739
"400484",1,1990.324950551
"400485",1,1891.86813186814
"400486",1,1758.08194949395
"400488",1,2017.78809869376
"400490",1,2205.72867298578
"400492",1,1935.60511150087
"400494",1,1770.50310130944
"400495",1,2097.33990147784
"400498",1,1882.68433571186
"400499",1,2183.82201939533
"400501",1,2692.19047619047
"400503",1,2108.99280575539
"400504",1,1475.96330275229
"400505",1,2036.81186283596
"400508",1,1945.66654816921
"400514",1,1907.33999649307
"400515",1,1941.19706266975
"400516",1,3149.65303244005
"400519",1,2149.99639119451
"400521",1,1870.41870753673
"400525",1,2073.79514255544
"400527",1,2187.0324244253
"400528",1,1755.82329317269
"400529",1,2006.62547933532
"400531",1,1927.09750566894
"400534",1,2094.49775381851
"400535",1,2072.55889520714
"400536",1,1820.91361093847
"400538",1,2362.71627906977
"400539",1,2206.43191729931
"400540",1,1843.64677197074
"400545",1,2604.74291710388
"400546",1,2183.27599894152
"400547",1,1903.13418217434
"400549",1,2009.25957446808
"400550",1,1927.32103570824
"400551",1,1367.4
"400552",1,2044.35106743476
"400553",1,2377.85521472393
"400560",1,2109.56815816858
"400563",1,2171.62393162393
"400565",1,2039.82554082344
"400567",1,2154.13732394366
"400568",1,1910.37068239259
"400571",1,2121.6395494368
"400573",1,1522.19204973008
"400574",1,2045.22957198444
"400575",1,1915.04778453518
"400576",1,2134.93089927364
"400578",1,2038.08369502907
"400579",1,2124.4258555133
"400580",1,2048.03332341565
"400581",1,1942.34665427509
"400582",1,2130.60923076923
"400586",1,1931.37078651685
"400591",1,2124.56257848472
"400596",1,1878.70897155361
"400602",1,1869.97240110396
"400606",1,2092.71775345074
"400608",1,1887.96067490368
"400609",1,1551.49395348838
"400611",1,1860.5422617654
"400612",1,2035.78108010148
"400615",1,1822.74789371354
"400616",1,1803.09799445622
"400617",1,2004.07221664994
"400619",1,2069.28088506454
"400620",1,1296.638452237
"400621",1,2114.72756533068
"400622",1,1683.25752017609
"400625",1,2053.01059407269
"400628",1,1978.40739111307
"400634",1,1965.21469402224
"400637",1,2081.0071942446
"400641",1,2126.85998342999
"400643",1,1952.08852005533
"400645",1,1900.88581091963
"400646",1,1703.34409594096
"400648",1,1799.99071063632
"400654",1,2116.48033126294
"400657",1,2076.44726407613
"400660",1,2098.03116147308
"400661",1,1706.54122390692
"400662",1,2227.1784107946
"400665",1,1866.47504572772
"400666",1,2080.00532056398
"400668",1,1958.66359447004
"400670",1,1847.27622714149
"400674",1,2116.1106668799
"400676",1,1938.77715205148
"400678",1,2131.25568559309
"400679",1,1832.28426395939
"400681",1,1926.853181978
"400685",1,1916.26962607982
"400686",1,2039.22467121844
"400687",1,2034.14115861371
"400688",1,2171.50895140664
"400691",1,1848.11991006745
"400692",1,2049.53618371355
"400696",1,2731.87396351576
"400698",1,2252.47706422019
"400700",1,2094.90291262136
"400707",1,2237.70676691729
"400712",1,2096.22578330543
"400713",1,1919.46119774286
"400714",1,1983.36548365952
"400715",1,2524.22110552764
"400716",1,2015.49191848208
"400717",1,2003.49914236706
"400720",1,2215.01617332926
"400723",1,1966.9663526245
"400726",1,2803.67945823928
"400727",1,2157.49934878874
"400728",1,2080.23215743176
"400730",1,2193.2260579854
"400733",1,2051.63348584147
"400734",2,1389.47368421053
"400736",1,2000.4400234055
"400738",2,1374.99790532048
"400739",1,2245.34426229508
"400743",1,2008.60782529572
"400744",1,2345.07146638433
"400746",1,2079.88612099644
"400748",1,1965.74189446916
"400753",1,2104.94117647058
"400755",1,2134.71571906355
"400760",1,1942.41273729332
"400761",1,2257.60806916427
"400763",1,1904.27698574338
"400764",1,2547.49663526245
"400767",1,2136.45979121257
"400769",1,1944.40257352942
"400770",1,2245.07631923245
"400772",1,2073.34947929281
"400774",1,2364.86710963456
"400778",1,2196.06557377049
"400783",1,2205.4459284791
"400784",1,2041.55419222904
"400787",1,2203.62235067437
"400788",1,2064.26409903714
"400790",1,2175.82372881356
"400791",1,2008.83848259679
"400792",1,1587.72833723653
"400794",1,1992.21449851043
"400799",1,2269.54300312234
"400801",1,2408.0690595184
"400805",1,1862.79491833031
"400807",1,2500.54054054054
"400809",1,1970.40268456376
"400810",1,1901.55351112146
"400814",1,2087.70978838736
"400815",1,1273.53573096684
"400816",1,2025.00352360818
"400817",1,2210.62824207493
"400819",1,2121.65424044735
"400822",1,1907.44691869498
"400823",1,2113.68281353682
"400828",1,1964.11067193676
"400829",1,1848.01339285715
"400835",1,1766.23775310254
"400838",1,2210.9254362771
"400839",1,2123.1544382839
"400841",1,1922.36317838333
"400844",2,997.839607201309
"400852",1,2445.6896791221
"400853",1,2135.05007153076
"400858",1,2367.78145695365
"400859",1,2358.65284974094
"400861",1,1703.77975336966
"400863",1,2113.85257301808
"400865",1,2134.05470153723
"400867",1,1828.26466916354
"400868",1,1895.05509271702
"400869",1,1794.80170835875
"400870",1,2427.71548117154
"400873",1,2000.20161290322
"400878",1,1987.14797464866
"400883",1,1779.24568965517
"400884",1,1939.33469615314
"400892",1,2033.97761953205
"400895",1,2058.00292255236
"400902",1,2114.72625698324
"400904",1,2125.2356557377
"400905",1,1869.15811088296
"400911",1,1938.0881511162
"400928",1,1957.14141922496
"400929",1,1756.76470588235
"400934",1,1520.83411433927
"400941",1,2199.65034965035
"400942",1,2234.71403812825
"400946",1,1650.75395466685
"400948",1,2173.54194407456
"400949",1,1890.73500768836
"400950",1,2170.0987012987
"400951",1,1828.77697841726
"400952",1,2272.11637728766
"400955",1,1921.02885590486
"400956",1,1897.62598296961
"400964",1,2127.59811616955
"400965",1,1928.34301521438
"400970",1,1948.6386057218
"400971",1,1978.6301369863
"400972",1,2171.69424743893
"400973",1,2047.11419926034
"400975",1,2414.394707828
"400976",1,2103.68786745056
"400977",1,1716.08004851425
"400981",1,2376.51031894934
"400986",1,1780.89285714286
"400988",1,2430.01586462189
"400990",1,1966.13387310672
"400995",1,1790.04591368227
"401000",1,1828.01614924127
"401002",1,2018.90616425827
"401003",1,2004.2114869104
"401006",1,1914.59839357429
"401011",1,2058.68814009851
"401014",1,2118.06240713225
"401016",1,2135.51708832667
"401017",1,2116.47495361781
"401038",1,2089.07580212195
"401041",1,2113.38971106413
"401045",1,2043.54455945468
"401052",1,2091.02240896358
"401053",2,1167.75761304214
"401062",1,2166.19593239759
"401065",1,1800.83288841431
"401066",1,1802.19105882353
"401068",1,2200.32031377676
"401072",1,1397.1589991929
"401073",1,2097.13844115698
"401079",1,1966.0510348267
"401081",1,2177.89008212255
"401083",1,2207.71461716938
"401084",1,2191.24446630595
"401098",1,2296.62569832402
"401104",1,2143.88862478777
"401107",1,2372.74844720497
"401111",1,1967.52475247525
"401112",1,2147.49955634428
"401121",1,1897.25989005066
"401126",1,2792.22345132743
"401137",1,1554.55392918473
"401141",1,1952.87925696594
"401151",1,2125.45842217484
"401152",1,2627.28635682158
"401155",1,2603.97
"401156",1,1980.08620689655
"401163",1,2149.87830465799
"401167",1,1877.86996904024
"401195",1,2087.15503397159
"401197",1,1999.89766549409
"401198",1,1921.9624248878
"401199",1,2180.6842534675
"401208",1,1638.66201279814
"401209",1,2045.67423072354
"401210",1,2237.28510930526
"401211",1,2294.65900372828
"401213",1,2174.06199021208
"401215",1,1889.74402730376
"401221",1,2157.04542656654
"401223",2,1334.92822966507
"401224",1,1889.95480793372
"401226",1,2208.44553791098
"401228",1,2722.43538196439
"401229",1,2129.29953801973
"401230",1,2271.43318385651
"401233",1,2093.38426732931
"401234",1,2057.00116562467
"401239",1,2979.41176470588
"401240",1,1980.2466236054
"401242",1,1828.61325115562
"401243",1,2222.52645800495
"401253",1,2305.56648682957
"401256",1,2837.67755313634
"401260",1,1972.42045454545
"401269",1,2307.97880393641
"401274",1,2425.68894145476
"401277",1,1808.76898047722
"401279",1,2606.25368731564
"401280",1,2440.41450777202
"401282",1,1856.1875945537
"401283",1,2281.18924020764
"401285",1,1945.12082541407
"401288",1,2415.19298245614
"401289",1,1825.0612244898
"401298",1,2668.318352672
"401301",1,1506.27103631532
"401305",1,1867.83735156532
"401336",1,2310.21063189569
"401343",1,1757.67991407089
"401344",1,1940.97219082072
"401347",1,2447.79725448786
"401357",1,1948.86453309952
"401358",1,2179.38144329897
"401362",1,2168.99007405073
"401366",1,2227.34948096886
"401373",1,2056.05077899596
"401381",1,1760.74562850545
"401385",1,1334.48662103298
"401388",1,2304.48299791811
"401392",1,1434.0446650124
"401393",1,1733.80710659898
"401399",1,1795.46635182998
"401400",1,1871.29770992366
"401401",1,1757.76136363637
"401402",1,1690.68986948416
"401405",1,1936.73400234589
"401407",1,2193.77952755905
"401408",1,2080.99378881988
"401409",1,2958.585572843
"401410",1,2160.67834934992
"401411",1,2392.8157702604
"401423",1,2042.35160465777
"401424",1,1440.43956043956
"401426",1,1723.98826979472
"401431",1,1438.75076546234
"401434",1,2308.00773694391
"401435",1,1802.28148930552
"401439",1,2201.78988326849
"401440",1,1894.13419043792
"401441",1,2358.06389157793
"401443",1,1972.09176788124
"401446",1,2044.525695714
"401447",1,2062.15209125476
"401448",1,2196.7812142039
"401450",1,1924.42811658095
"401452",1,2147.00272479564
"401453",1,2277.659137577
"401454",1,2104.5452976704
"401461",1,2465.13638271086
"401462",1,2188.16988416988
"401464",1,2413.45021916093
"401467",1,2196.47879464285
"401469",1,2112.41379310345
"401470",1,1863.8706347841
"401472",1,2162.23642172524
"401474",1,2285.64356435644
"401475",1,1989.4915066674
"401478",1,1973.12285518188
"401480",1,2227.23874256585
"401481",1,1736.32040050062
"401482",1,1858.23626072668
"401483",1,2209.51788491447
"401485",1,2631.32602193419
"401486",1,2061.87393526405
"401488",1,1554.49131513648
"401489",1,2464.21906693712
"401495",1,2159.83216783217
"401501",1,1980.17343589241
"401503",1,1286.36012364761
"401507",1,1936.47597254004
"401509",1,2100.29361389772
"401512",1,2069.91549295775
"401513",1,1903.5539343408
"401515",1,2048.09608540925
"401516",1,2098.85267275098
"401517",1,1987.41101536156
"401524",1,1835.60606060606
"401526",1,2215.33310080223
"401529",1,1690.96202367859
"401531",1,2251.33035083588
"401534",1,2102.48145305705
"401538",1,2227.35532047293
"401541",1,2247.37341772152
"401542",1,2144.13331512089
"401545",1,2180.64636652344
"401548",1,1997.34226295382
"401551",1,2058.66566151527
"401555",1,2137.70798529904
"401558",1,1963.69942196532
"401560",1,1832.90828749211
"401561",1,1984.01514127349
"401564",1,2401.69491525424
"401571",1,2248.47076461769
"401575",1,1958.47800700662
"401578",1,1927.9823269514
"401581",1,1760.32220943613
"401582",1,1813.19843342036
"401587",1,2303.24074074074
"401589",1,2090.70170827858
"401592",1,1951.53804641123
"401594",1,2184.61724659607
"401597",1,2217.13133640553
"401598",1,1973.45770830707
"401600",1,2292.61885576148
"401602",1,2077.03840814437
"401603",1,1889.17808219178
"401604",1,2440.1095890411
"401609",1,2303.19277108434
"401612",1,1624.58309037901
"401613",1,1988.52017112103
"401614",1,2140.8284416879
"401621",1,2348.51411589896
"401629",1,2119.24708377518
"401631",1,1951.41348193122
"401634",1,1976.70708546384
"401636",1,2277.6936936937
"401637",1,2253.4579093432
"401638",1,2354.64406779661
"401642",1,2207.89699570816
"401643",1,2105.63084774596
"401649",1,1805.49417131272
"401651",1,2098.75794765636
"401652",1,2227.43143393864
"401653",1,2507.06123644888
"401657",2,1347.24085695737
"401662",1,2533.7308622079
"401668",1,1933.81267128809
"401669",1,2240.6838877532
"401671",1,1631.6555308092
"401681",1,1985.89476951731
"401683",1,2024.01375161152
"401684",1,1959.05151267376
"401686",1,1544.69111969112
"401689",1,1470.24141724078
"401692",1,2061.92343604109
"401695",1,1883.93535582648
"401698",1,1791.93402061855
"401702",2,1390.55335968379
"401708",1,2025.0542118432
"401714",2,1354.44232506776
"401716",1,2016.44674835062
"401722",1,2103.98806294086
"401724",1,2295.08396203456
"401734",1,2073.56070941336
"401744",1,2425.5937400867
"401748",1,2422.80597014926
"401756",1,2467.1269035533
"401758",1,2048.66009141208
"401766",1,2259.21177999134
"401768",1,1997.30542838456
"401770",1,1689.56339370829
"401778",1,1936.17374005306
"401782",1,1879.3019101278
"401784",1,2252.2118711738
"401785",1,2100.88531187123
"401786",1,2073.21396054629
"401787",1,2046.57037285859
"401788",1,2220.56043956044
"401789",1,2167.27863525589
"401790",1,2288.1059602649
"401791",1,1953.84883467654
"401793",1,2240.11740799278
"401794",1,2047.90322580646
"401795",1,1851.14230396902
"401800",1,1929.60619754681
"401810",1,2055.97551644988
"401811",1,1858.98442789438
"401825",1,2200.52442376824
"401827",1,1967.86849315068
"401831",1,2200.70655270655
"401832",1,2079.28770393952
"401833",1,2283.76574895007
"401834",1,2296.40222620507
"401835",1,2490.72178922399
"401837",1,2370.18206338504
"401840",1,2008.97291773122
"401841",1,1642.86404129548
"401845",1,1774.53310696096
"401846",1,2250.43044291953
"401851",1,2058.53316645808
"401853",1,2507.78135048232
"401854",1,2086.58802799667
"401855",1,2155.60502692998
"401858",1,2411.90136986302
"401859",1,2367.32442912538
"401860",1,2365.88918205805
"401861",1,2383.96205357143
"401869",1,2169.39130434782
"401870",1,2216.61436330718
"401871",1,2021.4536866964
"401872",1,2222.73419397551
"401873",1,2008.18946598391
"401874",1,2361.28539611836
"401875",1,2175.62560061503
"401876",1,2423.79789473684
"401877",1,2661.49729343274
"401878",1,1935.5923566879
"401883",1,2495.19309404816
"401888",1,2261.10638297873
"401890",1,2127.31847274332
"401891",1,2189.97065536355
"401892",2,1548.78
"401894",1,2357.39325842696
"401895",1,2240.87818146493
"401897",1,1885.54885404101
"401898",1,1514.87053020961
"401899",1,1717.59285919954
"401900",1,1886.59838274932
"401901",1,1649.13394919168
"401913",1,2231.4444231873
"401914",1,1743.07947888432
"401923",1,1900.7374665581
"401924",1,2213.01814183618
"401925",1,2448.11040339703
"401926",1,2267.7476635514
"401927",1,2443.50571584104
"401928",1,2105.6046476074
"401929",1,2094.38848920863
"401934",1,1830.41242115478
"401935",1,2026.25809008058
"401936",1,2254.72552532986
"401937",1,2238.88297872341
"401943",1,1995.08322663252
"401948",1,1970.66473034524
"401950",1,2358.41373187333
"401952",1,1879.31330472103
"401957",1,2273.40122199593
"401994",1,2118.11630396004
"401997",1,2075.03750721293
"402005",2,421.782178217821
"402007",1,2345.71265287462
"402008",1,1214.40225035161
"402012",1,2301.4523076923
"402015",1,1908.56993190152
"402016",1,2049.99833527552
"402017",1,1909.54641797371
"402018",1,2135.42996956496
"402019",1,2105.08077691051
"402020",1,2098.72705842734
"402027",1,2597.85398230088
"402028",1,2470.57979677226
"402031",1,1682.08897485493
"402032",1,2546.3924050633
"402039",2,987.003610108303
"402041",1,1471.43507972665
"402042",1,1426.01941747573
"402043",2,1096.38055842813
"402046",2,1102.33682514102
"402049",1,2012.92207792207
"402050",1,2571.28378378379
"402056",1,2156.45070422536
"402058",1,2159.56308028399
"402059",1,2221.85859541262
"402060",1,2383.32157471427
"402061",1,1997.11206518882
"402062",1,2071.33151246159
"402067",1,1734.48216587881
"402068",1,1998.04291845493
"402089",1,1995.5748373102
"402104",1,2117.93190416141
"402105",1,2092.70849880858
"402117",1,2059.57940536621
"402118",1,2123.75352396295
"402119",1,2131.53347732182
"402120",1,2153.67299840227
"402121",1,2096.96
"402122",1,1945.99331339082
"402125",1,1963.43163538874
"402126",1,2119.85157699444
"402129",1,2212.99924069855
"402131",1,1808.360170884
"402133",1,2532.54019292604
"402135",1,2458.13148788927
"402139",1,2270.19571295434
"402140",1,2135.89505329325
"402141",1,2039.08733280881
"402142",1,2039.64899451554
"402204",1,1915.56834532374
"402206",1,1461.7884816754
"402217",1,1467.30212765958
"402240",1,2080.03205770387
"402242",1,2024.78245489919
"402243",1,1950.18867924528
"402244",1,1991.51601608093
"402245",1,1984.98962022224
"402246",1,1956.26817096984
"402247",1,1940.81304168386
"402248",1,1970.55937193327
"402249",1,2000.77141953841
"402253",1,1953.31132219231
"402254",2,1237.75426008968
"402255",1,1920.11873350924
"402256",1,1569.46387708402
"402258",1,1841.40395660497
"402259",1,1727.75443764049
"402264",1,2003.83205481056
"402266",1,2586.47482014389
"402267",1,2033.29172320217
"402282",1,2064.47542186354
"402286",1,1416.98792796359
"402289",1,2052.89088292559
"402365",2,1573.78268448576
"402366",1,2104.85678704856
"402367",1,2009.36032388664
"402380",1,2064.12291933419
"402386",1,1881.14671163575
"402387",1,2040.15212631094
"402388",1,1884.09465381245
"402389",1,2024.96574433056
"402391",1,2102.8446866485
"402392",1,2218.45364997976
"402398",1,2547.78523489933
"402406",1,2283.06220095694
"402409",1,2178.50436681223
"402410",1,1970.08077544427
"402412",1,2178.79661859772
"402413",1,1482.85714285715
"402416",1,2115.57526169036
"402419",1,1950.4721395151
"402429",1,1652.53012048193
"402433",1,1628.4483710657
"402434",1,1257.97101449275
"402439",1,1464.27518427518
"402443",1,1966.07052593573
"402444",1,1931.18800784533
"402533",1,1934.63397383002
"402536",2,1273.54235232982
"402537",2,1526.11847233048
"402539",1,1582.04972710734
"402545",1,1952.5
"402555",1,2127.7261613692
"402556",1,2029.73926380368
"402557",1,2187.52941176471
"402558",1,2185.38922155689
"402565",1,1203.61876396128
"402566",2,1276.39109390126
"402567",1,1720.39815143975
"402569",2,1538.41334695267
"402571",1,1886.28914057296
"402573",1,2011.20104438642
"402581",1,2000.22143489814
"402583",1,1748.36946277097
"402584",1,2317.82178217822
"402591",1,2311.93340494092
"402594",1,2091.9176107106
"402595",1,2427.95862819815
"402596",1,1991.20564774915
"402599",1,1893.92144459141
"402788",1,2004.43298969072
"402789",1,2262.57266300078
"402793",1,2195.16886930984
"402794",1,1777.51636180567
"402796",1,1744.55005055611
"402798",1,2619.23252279635
"402799",1,1916.36942675159
"402801",1,1935.52582557155
"402802",1,2021.3812580231
"402803",1,2201.08898008207
"402814",1,1898.88527434396
"402815",1,1993.10307969804
"402816",1,2067.25315082214
"402817",1,2055.15131793036
"402827",1,1820.203384315
"402828",1,2021.00323624596
"402829",1,2343.47801736209
"402837",1,1682.48756218906
"402853",2,1270.12827090816
"402880",2,892.114513098265
"402885",2,1241.8401937046
"402887",2,649.007444168735
"402891",2,683.980686695279
"402894",2,1537.0093457944
"402899",2,1039.28571428571
"402904",2,967.892074198988
"402922",2,754.536585365854
"402937",2,1125.14285714286
"402940",2,545.263710863627
"402942",2,1349.70491803279
"402943",2,999.863774870048
"402946",2,459.191427179737
"402950",2,627.52401106951
"402952",2,1431.76243733128
"402954",2,636.375617792422
"402960",2,579.199100744696
"402964",2,460.360836415793
"402965",2,1086.6
"402967",2,1056.83773114482
"402968",2,595.225107416402
"402974",1,2025.71900826446
"402977",2,618.971486761711
"402990",2,507.852193995382
"402999",2,532.282777950794
"403002",2,625.027995520717
"403004",2,723.533895368981
"403006",2,545.460334306182
"403007",2,650.949720670391
"403012",2,762.373540856032
"403014",2,742.492944496708
"403019",2,549.892110586649
"403021",2,914.461883408071
"403028",2,608.955223880597
"403046",2,419.245003700963
"403056",1,2012.07307386815
"403062",1,1964.05523745368
"403081",1,1531.87032418952
"403097",2,1180.0170794193
"403103",1,2320.21155066638
"403150",1,1432.71837533644
"403179",2,1006.33663366337
"403185",1,1579.55768220809
"403195",1,3720
"403207",2,1499.0523690773
"403219",1,1623.8420844848
"403223",1,1858.89861621011
"403224",1,3079.03184713376
"403225",1,1935.5205811138
"403228",1,2163.72894047173
"403229",1,1497.97101449275
"403237",1,2352.3203839808
"403240",1,2532.17091066034
"403245",1,2459.23902439025
"403250",1,1810.58062196657
"403257",1,1561.6881028939
"403258",1,2240.67365745154
"403259",1,2039.14783731439
"403260",2,1550.30303030303
"403261",1,2118.74974295702
"403262",1,1958.63847343992
"403265",1,1968.70005058169
"403276",1,2324.62467644521
"403279",2,1230.07594936709
"403280",2,1354.2796907941
"403287",2,854.529485570891
"403313",1,2395.54624363963
"403314",1,2334.36661698956
"403315",1,2258.02421924792
"403316",1,2363.48258706468
"403317",1,2334.4490797546
"403318",1,2166.70031545741
"403319",1,2179.46100643931
"403324",1,2263.67758186398
"403328",1,2429.11516853933
"403332",1,2694.87733071638
"403337",1,2589.28240109141
"403338",1,2652.72550921435
"403342",2,683.442439725371
"403346",1,1883.17050691244
"403349",2,1180.54256314312
"403352",2,1220.41720990873
"403390",2,617.561293122152
"403391",1,2323.96848137536
"403392",2,506.708129720124
"403393",1,2316.43430502746
"403398",2,883.160165975104
"403401",1,2287.00071581962
"403402",1,2217.3777689084
"403404",1,1972.74791824375
"403406",1,1939.43891402714
"403409",1,1685.14220705347
"403412",1,1726.02789939925
"403414",1,2004.74725274725
"403418",2,1213.25373134328
"403419",1,2108.67538374076
"403430",1,1541.07460378817
"403454",2,941.546481320591
"403455",1,2051.23065585851
"403458",1,2220.56320400501
"403459",1,2551.83157894736
"403460",1,2231.86224489796
"403465",2,391.356783919598
"403471",2,1282.40963855422
"403525",1,1339.40298507463
"403903",2,1275.58998808105
"403904",1,2072.23767383059
"403906",1,2221.16060961313
"403908",1,2110.92269326684
"403909",2,834.831059361383
"403910",1,2086.80936187237
"403946",1,2382.68156424581
"403979",2,1126.42424242424
"403985",2,936.409495548961
"403998",1,2098.48646658074
"404017",1,1524.67080745342
"404353",2,890.427894963409
"404354",2,955.53126067646
"404358",1,2236.368
"404360",1,2036.45333953921
"404378",2,1340.54597478926
"404383",1,1688.70466321243
"404390",1,1847.01030927835
"404391",1,2278.69918699187
"404397",1,1676.11253196931
"404401",1,1634.0776119403
"404409",1,1948.21424038584
"404410",1,1932.89742541888
"404413",1,2634.07837445573
"404414",1,2361.5953307393
"404415",1,1699.07090464548
"404416",1,1929.17333333333
"404430",2,719.39946380697
"404443",2,1087.22316865417
"404452",1,2576
"404519",1,2430.92024539877
"404520",1,2088.66001050972
"404521",1,2096.23649459784
"404528",1,2223.07006035161
"404531",1,2264.97041420118
"404533",1,2248.64218616567
"404534",1,2450.11479987589
"404547",1,2140.88622754492
"404550",2,963.3607907743
"404553",1,2101.41836173722
"404559",1,2078.47759151557
"404560",1,2133.67001037703
"404563",1,2225.98978185062
"404569",1,2172.22733124886
"404573",1,2384.19528810673
"404575",1,2242.34648370498
"404583",1,1738.86711791948
"404585",1,1713.30862890419
"404586",1,1799.73206809936
