"ID","cluster","maxflow"
"404684",1,2077.49015271923
"404690",1,2383.87982832618
"404694",1,1852.74737029774
"404730",1,2099.38059187888
"404735",1,1777.84860557768
"404753",1,2176.12463485882
"404759",1,1979.58333333334
"404873",1,1898.56064418721
"404877",1,2056.75903347373
"404883",1,1833.95351299836
"404884",1,2004.92022645394
"404887",1,1959.81221817283
"404888",1,1885.04769744806
"404889",1,1844.26763110308
"404890",1,1855.47988381435
"404893",1,1888.47963345812
"404894",1,1855.99920023993
"404895",1,1879.06084466714
"404896",1,1578.48045798289
"404899",1,2279.39698492463
"404905",1,1898.39982622547
"404906",1,1847.44020557423
"404907",1,1959.08396946565
"404908",1,1802.55368543238
"404909",1,1858.92585928207
"404910",1,1341.92239160562
"404911",1,1895.22991322398
"404913",1,1921.11046847888
"404914",1,1956.79935012185
"404915",1,1882.63288778365
"404916",1,1967.81143388814
"404917",1,1901.74472407177
"404918",1,1479.48355127323
"404920",1,1921.83044881196
"404921",1,1812.2713257965
"404922",1,1941.3973322755
"404923",1,1875.45918367346
"405029",1,1434.21897810218
"405046",1,1444.53333333334
"405269",1,2558.99796885578
"405270",1,1441.43046357616
"405273",1,1466.48567119156
"405274",1,2002.86687559613
"405275",1,2051.02990033223
"405276",1,2066.68907563025
"405279",1,1886.1663286004
"405389",1,2068.36879432624
"405390",1,1986.25641025642
"405406",1,1981.1501597444
"405450",1,1566.33209062231
"405451",1,1975.66498642885
"405589",1,2101.28307939054
"405590",2,966.231608101091
"405602",1,2348.12644640308
"405679",1,2353.83704872756
"405692",1,1682.40765510856
"405694",1,1393.635250918
"405698",1,1381.04901117799
"405701",1,1887.52941176471
"405747",1,1509.58273381295
"405754",1,1943.09709543569
"405763",1,2193.79119186942
"405827",1,2092.69296740995
"405834",1,1672.74661508704
"405838",1,2215.07064364207
"405840",1,2554.70588235294
"405841",1,2224.37008695652
"405843",1,2160.3771849126
"405848",1,2010.26468689477
"405856",1,1712.61432269197
"405863",2,769.404539385848
"405870",1,2217.99819657349
"405877",1,2147.10146574253
"405889",2,845.159432215594
"405890",2,711.829268292683
"405900",1,2376.50213284583
"405920",1,2719.1847133758
"405954",1,1623.10659898477
"406057",1,2104.65418781726
"406064",1,2124.63910301332
"406297",2,1034.59119496855
"406575",1,2415.57101923864
"406605",1,1894.31693989072
"406609",1,1948.90603897357
"406614",1,2362.24381071764
"406623",1,1228.09523809524
"406642",2,720.905432595574
"406652",1,2368.91007726451
"406657",2,2313.69929364278
"406658",2,2237.94088342744
"406659",2,774.876325088339
"406660",1,2479.08747979163
"406685",1,1290.27300303337
"406686",2,674.767848227658
"406689",2,878.085642317381
"406694",2,561.030927835051
"406695",1,1514.164389321
"406713",1,2445.12145748988
"406714",2,508.177339901478
"406716",1,1604.92659053833
"406717",2,625.278934221482
"406719",1,1759.79018821351
"406788",1,1350.11088295688
"406791",2,1192.0272572402
"406792",1,2093.76237623762
"406793",1,1562.34945120143
"406822",2,1386.54833597465
"406871",2,952.949698189135
"406889",1,1573.88550548112
"407007",1,1948.86522218142
"407017",1,1657.99373040752
"407148",1,2260.17882352942
"407153",1,2324.91109229466
"407163",1,2231.83765501691
"407165",1,1676.44487615347
"407170",1,2034.09240090886
"407173",1,2271.42857142857
"407174",1,1872.75441366442
"407176",1,2026.30962343097
"407177",1,2165.45454545454
"407179",1,2222.26796407186
"407185",1,2090.67985166873
"407186",1,2116.53860499814
"407187",1,1900.77951002227
"407190",1,2066.36591478697
"407194",1,1956.20689655172
"407196",1,2097.48906933167
"407197",1,2268.02348336594
"407200",1,2127.2
"407202",1,2183.20661157025
"407204",1,1954.33806358901
"407221",1,2294.45544554455
"407238",1,2047.10405859017
"407246",2,674.883026381285
"407254",1,1336.29749393694
"407259",2,519.027988717727
"407265",2,662.488479262673
"407274",2,1363.63636363637
"407287",2,222.434714823958
"407291",2,519.206937640673
"407293",2,917.349961028839
"407295",2,808.331118283652
"407310",2,1087.06224972697
"407321",1,1912.28070175439
"407323",1,1642.27912932138
"407328",1,2099.57200694042
"407331",1,2200.81841432225
"407335",1,2110.12398921833
"407336",1,2233.05307409353
"407337",1,2399.8470038249
"407338",1,3648.72231381864
"407339",1,2420.35989717223
"407341",1,2287.08648648649
"407342",1,1918.8328640901
"407344",1,1834.91545189505
"407348",1,1690.16025641026
"407352",1,2004.05916187346
"407354",1,1554.25641025642
"407358",1,1868.7983706721
"407360",1,2270.83955223881
"407361",1,2047.27604642065
"407364",1,2372.46993524514
"407365",2,161.56385973893
"407367",1,1842.54141492887
"407369",1,1383.08910891089
"407370",1,1890.70789259561
"407372",1,2156.11829944547
"407373",2,1378.77936008878
"407374",1,1981.26126126126
"407429",1,2828.78148400272
"407439",1,2026.10865445357
"407457",1,2335.77167019028
"407464",1,2032.25236397458
"407475",1,2050.4379673432
"407477",1,1446.19164619165
"407710",1,2277.87384833452
"407711",1,2003.97830018083
"407745",2,567.063508698386
"407749",2,1190.4483074108
"407862",2,766.919104991394
"407863",1,2011.24594257179
"407869",1,1788.06426931906
"407882",1,1794.20545484239
"407883",1,1941.53172866521
"407964",1,1869.70981415064
"407981",2,626.980535149338
"407987",1,1927.82274308735
"407990",1,1821.09762020399
"407992",1,1980.64754856614
"408004",2,514.189792573334
"408005",2,564.29559353032
"408009",2,799.556668620451
"408093",1,2413.04948216341
"408098",1,2289.83771122637
"408101",1,2269.75544686528
"408102",2,560.786749482402
"408133",1,1984.03916768666
"408134",1,2046.49655172414
"408135",1,1917.85130400935
"408141",1,1993.76913730255
"408142",1,1917.11985230011
"408154",1,2386.34463539248
"408162",2,768.259587020648
"408164",1,2159.40833706858
"408165",1,1964.32517758484
"408178",1,1554.70913398262
"408194",1,2071.14808652246
"408466",2,760.504825538233
"408473",1,1753.35701093905
"408589",2,405.182123482304
"408602",1,1966.86854783207
"408604",1,2392.03007518796
"408607",1,2468.98581187598
"408615",1,2281.97530864198
"408620",2,159.072847682119
"408634",1,2127.67890150515
"408755",1,2148.47835405058
"408756",1,2127.70265940403
"408782",2,1006.13065326633
"408783",2,521.933842239186
"408790",1,2113.79471508179
"408907",1,1730.36211699164
"409045",2,790.994764397905
"409100",1,1697.25676317038
"409107",1,1773.43609965943
"409231",1,1614.8743718593
"409232",1,2476.99677567941
"409478",2,1145.57911908646
"409479",2,1141.83622828784
"409481",2,985.513392857143
"409485",2,782.352513275623
"409524",1,2349.14702815433
"409525",1,2015.24475524476
"409526",1,1740.88421052631
"409528",1,1951.03746397694
"409529",1,2901.3820198752
"409584",1,1969.1416590224
"409614",1,1837.93705583756
"409635",1,1861.74904942966
"409671",1,2440.6432160804
"409672",1,1239.56496851746
"409674",1,2449.29178470254
"409676",2,789.169493167943
"409719",2,750.150753768845
"409720",1,2094.25163524433
"409721",2,843.01590306702
"409724",1,2103.9821528165
"409728",1,2316.39097744361
"409729",2,630.899790746338
"409733",1,2078.77338877339
"409734",2,590.196057366923
"409785",2,1232.24755700326
"409786",1,2341.37819475898
"409856",1,2011.07269155206
"409859",1,1881.48076923077
"409865",2,1546.67615658362
"409866",2,528.472906403941
"409868",1,1356.56108597285
"409871",2,432.749336367084
"409877",1,1870.22853087296
"409878",1,1633.72434017596
"409880",1,2001.51033386328
"409881",1,1851.58415841584
"409883",2,810.657672849916
"409888",2,1172.77738515901
"409893",2,1132.98291721419
"409918",1,2207.60975609756
"409919",1,1570.26128266033
"409926",1,1337.88461538462
"409928",1,1271.64179104477
"409929",1,2020.21152986742
"409931",1,2340.7453416149
"409933",1,2215.27465254798
"409935",1,1325.94297148574
"409938",1,1928.00510692627
"409940",1,1861.63366336633
"409941",1,2070.64190553089
"409946",1,1939.59467284308
"409948",1,1755.99423631124
"409958",1,2225.80080262678
"409960",1,2841.01818181818
"410083",1,2670.82872928177
"410095",2,1029.85074626866
"410098",1,2977.3
"410099",1,2070.944599442
"410100",1,2334.84698914116
"410106",1,1830.39208760155
"410108",1,1849.63018867925
"410110",2,778.410719850421
"410142",1,2367.41514360313
"410143",1,2017.27659574468
"410150",1,1926.08340147179
"410151",1,1909.13667903824
"410152",1,2093.0389502187
"410153",1,1887.21698113207
"410155",1,2053.74458152717
"410157",1,1970.59418457648
"410158",1,2266.18633540373
"410165",1,2064.95143082174
"410167",1,1689.01228948566
"410169",1,2142.99212598425
"410363",1,1829.26829268293
"410367",2,590.754098360656
"410371",2,343.325942350332
"410546",2,799.312039312039
"410547",1,2168.00667222685
"410551",2,1228.87441860466
"410553",1,2192.33082706766
"410554",2,484.354648881914
"410563",1,2057.94759825328
"410680",2,669.544706527702
"410686",1,2146.60273972603
"410687",1,2102.19895287958
"410698",2,845.737373737374
"410699",2,1231.42857142858
"410717",2,403.850364963504
"410742",1,2075.64980544748
"410743",2,677.50139431121
"410744",1,1502.16867469879
"410745",1,2329.01476835929
"410746",2,461.870503597122
"410764",1,2358.53235490327
"410767",2,1829.65873836608
"410779",1,2618.60828772479
"410782",1,2414.73684210527
"410786",1,2046.49651972158
"410787",2,643.469387755102
"410788",1,1992.0494053065
"410791",1,2328.6106870229
"410805",1,2027.70723355686
"410808",1,2069.7890625
"410811",1,1982.63106320431
"410812",2,815.336538461538
"410814",1,2230.94034904924
"410817",1,2278.25944170772
"411149",1,2167.01693140164
"411233",1,1702.51366120218
"411447",2,927.99459824443
"411559",2,1374.70588235294
"411716",1,1910.67178502879
"412392",1,1462.26506024096
"412637",1,1956.69287469288
"412638",2,1386.937438585
"412787",2,517.425742574257
"412788",2,583.743842364532
"412820",2,516.978254148202
"412950",1,2196.03287671232
"413039",1,2242.0447284345
"413195",1,2144.3109540636
"413248",2,172.65306122449
"413373",1,2275.43661971831
"413375",1,2115.08648784156
"413685",2,425.454545454546
"413782",1,2630.14492753624
"413786",1,1721.17216117216
"413822",2,311.067961165049
"413846",2,1323.48668280871
"413847",1,1937.31051344743
"413848",2,1312.1608040201
"413877",1,1975.98014888338
"413980",1,1736.91318327974
"413981",1,1557.89473684211
"413983",1,1863.5721493441
"413984",1,1630.36363636363
"413985",1,1693.84030418251
"413986",1,1429.85074626865
"413988",1,1326.40776699029
"414016",1,2860.10050251257
"414029",2,270.967741935484
"414057",1,2131.67512690355
"414058",2,1322.98507462686
"414060",1,1656.65835411472
"414249",1,1628.93617021277
"414284",1,1930.07407407407
